ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
34	142	0	0	0.000000	2.436620	2.436620	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
35	281	0	0	0.000000	1.733096	1.733096	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
36	145	0	0	0.000000	2.006897	2.006897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
37	225	1	0	0.000000	2.186667	2.186667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
38	15	1	2	0.000000	2.133333	2.133333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
39	431	0	0	0.000000	2.744780	2.744780	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
40	1038	0	0	0.000000	2.689788	2.689788	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
41	70	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
42	502	0	0	0.000000	1.930279	1.930279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
43	80	0	0	0.000000	1.850000	1.850000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
44	111	0	0	0.000000	2.162162	2.162162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
45	513	0	0	0.000000	2.434698	2.434698	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
46	252	0	0	0.000000	1.575397	1.575397	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
47	564	0	0	0.000000	2.554965	2.554965	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
48	100	0	0	0.000000	3.080000	3.080000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
49	84	0	0	0.000000	2.928571	2.928571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
50	511	0	0	0.000000	2.001957	2.001957	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
51	375	0	0	0.000000	2.917333	2.917333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
52	81	0	0	0.000000	2.086420	2.086420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
53	45	0	0	0.000000	1.222222	1.222222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
54	433	0	0	0.000000	3.016166	3.016166	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
55	211	0	0	0.000000	3.265403	3.265403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
56	74	0	0	0.000000	1.621622	1.621622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
57	208	0	0	0.000000	1.850962	1.850962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
58	189	0	0	0.000000	1.693122	1.693122	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
59	195	0	0	0.000000	1.205128	1.205128	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
60	228	0	0	0.000000	1.688596	1.688596	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
61	433	0	0	0.000000	2.953811	2.953811	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
62	316	0	0	0.000000	1.566456	1.566456	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
63	501	0	0	0.000000	2.716567	2.716567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
64	84	0	0	0.000000	2.607143	2.607143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
65	387	0	0	0.000000	1.560724	1.560724	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
66	233	0	0	0.000000	1.699571	1.699571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
67	49	0	0	0.000000	1.326531	1.326531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
68	319	0	0	0.000000	2.266458	2.266458	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
69	146	0	0	0.000000	1.349315	1.349315	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
70	456	0	0	0.000000	1.780702	1.780702	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
71	339	0	0	0.000000	1.687316	1.687316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
72	241	0	0	0.000000	2.497925	2.497925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
73	106	0	0	0.000000	1.500000	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
74	273	0	0	0.000000	2.029304	2.029304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
75	204	0	0	0.000000	1.901961	1.901961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
76	454	0	0	0.000000	1.497797	1.497797	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
77	111	0	0	0.000000	1.405405	1.405405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
78	108	0	0	0.000000	1.611111	1.611111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
79	101	0	0	0.000000	2.118812	2.118812	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
80	205	0	0	0.000000	1.590244	1.590244	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
81	42	1	2	0.000000	3.309524	2.833333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
82	102	0	0	0.000000	2.931373	2.931373	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
83	83	0	0	0.000000	1.927711	1.927711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
84	109	0	0	0.000000	1.376147	1.376147	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
85	352	0	0	0.000000	1.784091	1.784091	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
86	242	0	0	0.000000	1.276860	1.276860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
87	191	0	0	0.000000	1.565445	1.565445	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
88	123	0	0	0.000000	1.552846	1.552846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
89	200	0	0	0.000000	1.745000	1.745000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
90	228	0	0	0.000000	2.074561	2.074561	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
91	43	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
92	187	0	0	0.000000	1.042781	1.042781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
93	241	0	0	0.000000	2.269710	2.269710	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
94	194	0	0	0.000000	2.036082	2.036082	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
95	706	0	0	0.000000	2.344193	2.344193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
96	85	0	0	0.000000	1.364706	1.364706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
97	140	0	0	0.000000	3.157143	3.157143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
98	249	0	0	0.000000	1.526104	1.526104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
99	298	0	0	0.000000	2.684564	2.684564	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
100	686	0	0	0.000000	1.663265	1.663265	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
101	270	0	0	0.000000	1.677778	1.677778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
102	80	0	0	0.000000	1.850000	1.850000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
103	669	0	0	0.000000	2.575486	2.575486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
104	114	0	0	0.000000	1.526316	1.526316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
105	335	0	0	0.000000	2.349254	2.349254	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
106	97	0	0	0.000000	1.628866	1.628866	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
107	191	0	0	0.000000	1.256545	1.256545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
108	332	0	0	0.000000	2.045181	2.045181	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
109	569	0	0	0.000000	3.637961	3.637961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
110	223	0	0	0.000000	1.771300	1.771300	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
111	289	0	0	0.000000	1.570934	1.570934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
112	81	0	0	0.000000	3.469136	3.469136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
113	84	0	0	0.000000	3.190476	3.190476	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
114	189	0	0	0.000000	2.312169	2.312169	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
115	80	0	0	0.000000	1.650000	1.650000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
116	75	0	0	0.000000	1.453333	1.453333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
117	83	0	0	0.000000	1.867470	1.867470	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
118	69	0	0	0.000000	1.985507	1.985507	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
119	359	0	0	0.000000	2.130919	2.130919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
120	257	0	0	0.000000	1.867704	1.867704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
121	210	0	0	0.000000	1.919048	1.919048	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
122	936	0	0	0.000000	1.877137	1.877137	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
123	88	0	0	0.000000	2.852273	2.852273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
124	80	0	0	0.000000	1.962500	1.962500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
125	267	0	0	0.000000	1.752809	1.752809	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
126	94	0	0	0.000000	1.138298	1.138298	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
127	81	0	0	0.000000	2.555556	2.555556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
128	271	0	0	0.000000	1.258303	1.258303	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
129	78	0	0	0.000000	1.935897	1.935897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
130	100	0	0	0.000000	1.860000	1.860000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
131	78	0	0	0.000000	1.128205	1.128205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
132	406	0	1	0.000000	1.950739	1.950739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
133	120	0	0	0.000000	1.708333	1.708333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
134	80	0	0	0.000000	2.300000	2.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
135	75	0	0	0.000000	1.920000	1.920000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
136	252	0	0	0.000000	1.619048	1.619048	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
137	80	0	0	0.000000	2.512500	2.512500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
138	63	0	0	0.000000	2.619048	2.619048	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
139	154	0	0	0.000000	1.980519	1.980519	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
140	93	0	0	0.000000	3.139785	3.139785	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
141	51	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
142	59	0	0	0.000000	1.762712	1.762712	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
143	80	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
144	94	0	0	0.000000	3.127660	3.127660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
145	249	0	0	0.000000	2.835341	2.835341	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
146	549	0	0	0.000000	2.393443	2.393443	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
147	198	0	0	0.000000	1.535354	1.535354	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
148	50	0	0	0.000000	1.020000	1.020000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
149	331	0	0	0.000000	2.577039	2.577039	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
150	225	0	0	0.000000	1.551111	1.551111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
151	80	0	0	0.000000	2.325000	2.325000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
152	241	0	0	0.000000	2.572614	2.572614	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
153	378	0	0	0.000000	2.325397	2.325397	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
154	697	2	0	0.000000	8.232425	7.974175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
155	321	0	0	0.000000	2.947040	2.947040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
156	260	1	0	0.000000	3.684615	3.684615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
157	352	0	0	0.000000	2.028409	2.028409	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
158	190	0	0	0.000000	1.636842	1.636842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
159	80	0	0	0.000000	1.825000	1.825000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
160	109	0	0	0.000000	2.669725	2.669725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
161	80	0	0	0.000000	1.612500	1.612500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
162	80	0	0	0.000000	1.550000	1.550000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
163	80	0	0	0.000000	2.550000	2.550000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
164	80	0	0	0.000000	1.800000	1.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
165	82	0	0	0.000000	3.719512	3.719512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
166	408	0	0	0.000000	2.482843	2.482843	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
167	182	0	0	0.000000	2.582418	2.582418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
168	353	0	0	0.000000	2.056657	2.056657	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
169	321	0	0	0.000000	1.990654	1.990654	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
170	243	0	0	0.000000	1.555556	1.555556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
171	93	0	0	0.000000	2.537634	2.537634	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
172	215	0	0	0.000000	1.962791	1.962791	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
173	244	0	0	0.000000	3.754098	3.754098	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
174	67	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
175	328	0	0	0.000000	2.253049	2.253049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
176	300	0	0	0.000000	2.016667	2.016667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
177	334	0	0	0.000000	2.218563	2.218563	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
178	184	0	0	0.000000	1.206522	1.206522	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
179	219	0	0	0.000000	1.438356	1.438356	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
180	59	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
181	80	0	0	0.000000	2.750000	2.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
182	179	0	0	0.000000	2.050279	2.050279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
183	298	0	0	0.000000	2.268456	2.268456	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
184	291	0	0	0.000000	2.154639	2.154639	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
185	124	0	0	0.000000	1.854839	1.854839	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
186	99	0	0	0.000000	2.666667	2.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
187	125	0	0	0.000000	2.752000	2.752000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
188	80	0	0	0.000000	1.725000	1.725000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
189	207	0	0	0.000000	1.840580	1.840580	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
190	80	0	0	0.000000	3.112500	3.112500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
191	315	0	0	0.000000	2.939683	2.939683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
192	120	0	0	0.000000	2.225000	2.225000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
193	83	0	0	0.000000	2.674699	2.674699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
194	109	0	0	0.000000	2.045872	2.045872	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
195	82	0	0	0.000000	1.134146	1.134146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
196	295	0	0	0.000000	2.505085	2.505085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
197	238	0	0	0.000000	1.945378	1.945378	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
198	312	0	0	0.000000	2.759615	2.759615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
199	331	0	0	0.000000	1.691843	1.691843	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
200	116	0	0	0.000000	2.017241	2.017241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
201	77	0	0	0.000000	1.402597	1.402597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
202	104	2	0	0.000000	2.990385	2.990385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
203	80	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
204	285	0	0	0.000000	2.242105	2.242105	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
205	143	0	0	0.000000	2.090909	2.090909	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
206	80	0	0	0.000000	2.837500	2.837500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
207	25	1	1	0.000000	2.720000	2.720000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
208	300	0	0	0.000000	1.816667	1.816667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
209	269	0	0	0.000000	1.494424	1.494424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
210	106	0	0	0.000000	1.830189	1.830189	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
211	80	0	0	0.000000	1.775000	1.775000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
212	100	0	0	0.000000	1.510000	1.510000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
213	242	0	0	0.000000	2.561983	2.561983	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
214	80	0	0	0.000000	1.562500	1.562500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
215	67	0	0	0.000000	1.910448	1.910448	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
216	80	0	0	0.000000	1.937500	1.937500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
217	80	0	0	0.000000	2.075000	2.075000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
218	80	0	0	0.000000	1.575000	1.575000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
